gen,avg_fit
416,0.3744432170696037
417,0.3739699003399899
418,0.37285211287513853
419,0.37237142011745106
420,0.37213705512962586
421,0.3716365524006604
422,0.37143439599023
423,0.37138878994504376
424,0.3710764030237239
425,0.37041281021251254
426,0.3701934988239817
427,0.3699342659497478
428,0.3687721068819685
429,0.36876932467527573
430,0.3686091487248494
431,0.3685265282583622
432,0.3676253854098348
433,0.3669213033637138
434,0.3658169322131005
435,0.36472055195588426
436,0.36463305968292736
437,0.36432612880792453
438,0.36395301392375484
439,0.3634275749900114
440,0.36207228931557245
441,0.36155650447414645
442,0.36148756888376266
443,0.3611367493460283
444,0.3606669733925866
445,0.3604222145894113
446,0.3603616397539408
447,0.3602718128774001
448,0.360180120202637
449,0.3594686032332964
450,0.3593842653843544
451,0.35900435635615263
452,0.3582933105479793
453,0.35802280985443
454,0.3576725392194556
455,0.35744985902857873
456,0.35731809645234486
457,0.3566236708543471
458,0.3563272798546562
459,0.3559063279771732
460,0.3531913866084688
461,0.35271373048450444
462,0.35207947452337335
463,0.3519421169082781
464,0.35182001549177916
465,0.35015855986762257
466,0.3501207303375022
467,0.34977368951232934
468,0.3497509230047267
469,0.3493772403713504
470,0.3493064601849967
471,0.34793136453927975
472,0.34767204685603575
473,0.3476392964432986
474,0.34741925004334684
475,0.34695773590097323
476,0.3463966889620131
477,0.3463526024115913
478,0.3461034594537546
479,0.3459978015619935
480,0.34585492429382364
481,0.3445656129618322
482,0.3442931333913804
483,0.34395912488409436
484,0.3437404636979744
485,0.3435518649501323
486,0.3429664707578533
487,0.3428921639301626
488,0.34288057807705935
489,0.34282780802632473
490,0.3421903316786153
491,0.3419382793005707
492,0.34191098728995634
493,0.34182265635012177
494,0.34176005316582614
495,0.3414786922073712
496,0.3414452279854656
497,0.34095221200744813
498,0.33787612560402863
499,0.3363423523003973
500,0.33626108877807176
501,0.3359504357298475
502,0.335694609350853
503,0.33554098018484596
504,0.335125425458534
505,0.3351106993162509
506,0.33480747647963455
507,0.33451631536890036
508,0.33410334496159094
509,0.3333494140639724
510,0.3329420811000294
511,0.3324192264852885
512,0.3311647975703161
513,0.33050890588838383
514,0.33036895217525686
515,0.3302915851557847
516,0.3300544191148201
517,0.32968077181853134
518,0.32759223922171715
519,0.32715668134804865
520,0.3271174241995914
521,0.3265538164996871
522,0.32651922384678594
523,0.3258024510746244
524,0.32568283738908865
525,0.32554163509886846
526,0.3253156143753157
527,0.32503614748475324
528,0.32432744570338706
529,0.324114544462537
530,0.3237556610014248
531,0.32337373069181535
532,0.3223159597364513
533,0.3222292378120029
534,0.32221049737657464
535,0.3221236482386111
536,0.32190895894113125
537,0.32167306739112406
538,0.3214972041296334
539,0.3212793580523328
540,0.32059743942752034
541,0.32046510674627404
542,0.320442662984071
543,0.32036930319032647
544,0.3203187570203014
545,0.3200067894324204
546,0.319626039381535
547,0.3180050777038997
548,0.3176240049076147
549,0.3171011008209512
550,0.3165012914527595
551,0.316264483494282
552,0.3156154566305569
553,0.3152054027108729
554,0.31473222497380343
555,0.31441550336974466
556,0.3142019707729305
557,0.3141737694212633
558,0.31403015949747837
559,0.3140173674717869
560,0.3137755228004312
561,0.31173990395850765
562,0.3117367330438519
563,0.3117339908858584
564,0.3116579501850721
565,0.3106599153983008
566,0.31053019530572706
567,0.3091522632697831
568,0.30880580668445773
569,0.308624746515292
570,0.30844380413641814
571,0.30796816929386134
572,0.30783480476965874
573,0.30768294245802896
574,0.30732698961937716
575,0.3069006193884705
576,0.3068900771573527
577,0.306395021051481
578,0.30589795544323073
579,0.30563815953140194
580,0.30531380276062753
581,0.30508476189399253
582,0.3048090619369624
583,0.3046776362409631
584,0.30350814590542097
585,0.30339555252127764
586,0.30328729146406735
587,0.3032702589878704
588,0.3032440742059992
589,0.3031103209738336
590,0.3027162723990019
591,0.302530795093893
592,0.30252899761403984
593,0.30246072636090193
594,0.3020230553293982
595,0.3019173196960445
596,0.30140550909906444
597,0.3013220476098936
598,0.30080301175641344
599,0.30056072419356056
600,0.3003810539498383
601,0.3002386407754182
602,0.300232798376944
603,0.3001240567353431
604,0.29901783392134246
605,0.2983813752817544
606,0.29807930678999783
607,0.2980264660650881
608,0.29766687586222496
609,0.2970626705603426
610,0.2970482012008956
611,0.2965312949958915
612,0.2963076347897867
613,0.2961090874738977
614,0.29609482778117013
615,0.2960514079238
616,0.2959957944154209
617,0.2959576727653768
618,0.29595244758803174
619,0.29582194772372616
620,0.295709596987584
621,0.29562492461421325
622,0.29548613466916945
623,0.29541090672139675
624,0.2952795611227959
625,0.2942968437855727
626,0.2939409333514259
627,0.29390344541315183
628,0.29381460561925654
629,0.29371467469148366
630,0.2935951222568997
631,0.2935269523034127
632,0.2933587242086377
633,0.2929396711106588
634,0.2926437771859994
635,0.2923046118197375
636,0.29145405754574033
637,0.29127853116448427
638,0.29120257291690227
639,0.2911963700801351
640,0.2911348694129709
641,0.2897101063128058
642,0.28907989527029576
643,0.2889744211313899
644,0.28852392509291297
645,0.28844944629139624
646,0.288290002996585
647,0.28818487987274877
648,0.2879552759685189
649,0.28779201155664114
650,0.2860049537885127
651,0.28600014323299483
652,0.28588668291230374
653,0.2858313709470716
654,0.28558917526064637
655,0.28555311258490323
656,0.2848967403185803
657,0.2844235555140934
658,0.2841948868647805
659,0.28408316041718495
660,0.2840708843129716
661,0.2840652138883235
662,0.28404103625302485
663,0.2834799940256764
664,0.2833858136199501
665,0.28338218332315623
666,0.2832317203601933
667,0.28294739108638456
668,0.2828249292315927
669,0.2810667819126882
670,0.28105929751754605
671,0.28105703123233144
672,0.2802972343781803
673,0.2801894421263315
674,0.2798357178800009
675,0.27960595378097414
676,0.27948831897234094
677,0.27866595898259344
678,0.27857404015047005
679,0.27854623457418337
680,0.27853865359100194
681,0.2784770516241868
682,0.27795350440252997
683,0.27782908487308805
684,0.27752939810103205
685,0.27728548267634623
686,0.2771995546584647
687,0.27719202550301164
688,0.27714031792070926
689,0.2769800241799911
690,0.2769082097948753
691,0.2768547447814189
692,0.27684818386216464
693,0.2768135370257292
694,0.27633217286337836
695,0.27626488162546836
696,0.27613731473942904
697,0.2757297414832907
698,0.27562984118099376
699,0.27557778493942753
700,0.27507627392556405
701,0.2749989045502861
702,0.274748701479823
703,0.2746495267657236
704,0.27453022404655825
705,0.2743410269240337
706,0.2743393024741615
707,0.27426605340329135
708,0.2741075430075913
709,0.2738924673579543
710,0.2737921877709177
711,0.2730146705452654
712,0.2729620418428809
713,0.27213925780808285
714,0.2718888544941237
715,0.27178998132317134
716,0.2716246532253809
717,0.2714442597492669
718,0.27139779854656204
719,0.2713121414463517
720,0.2711294086550422
721,0.27083898255572897
722,0.27057673189421866
723,0.2704494712629381
724,0.27002695041876806
725,0.26997947621955354
726,0.26997226509788846
727,0.2696379385568145
728,0.2694375937610723
729,0.26911772715622195
730,0.26907920266337987
731,0.2690514324241807
732,0.2685680446246165
733,0.2685557661645973
734,0.2684533121687737
735,0.26794081603229525
736,0.26786861293921643
737,0.26640785783748333
738,0.26612169810253977
739,0.2659015763168012
740,0.26548425709191786
741,0.2654499824728046
742,0.26531908918892433
743,0.2640929110975417
744,0.2639202658668235
745,0.26390950454576295
746,0.26363664333476566
747,0.26360548309096804
748,0.2634216831196146
749,0.26308915405839384
750,0.2629135098868459
751,0.26282834515005543
752,0.26258662298060326
753,0.26248172365832145
754,0.26244717812153695
755,0.26220754555186165
756,0.262010475326232
757,0.26198240354388586
758,0.2619702146044885
759,0.261904499400683
760,0.26170324526388794
761,0.2616545860943378
762,0.26085228343548106
763,0.2607152862586788
764,0.2591655829959819
765,0.2590999808708566
766,0.25904488563976147
767,0.2586814060014625
768,0.2583722488899443
769,0.25821468317238466
770,0.25804965897354715
771,0.2579672293273326
772,0.2575098001522793
773,0.25725759229104944
774,0.2571650703726319
775,0.257054500625702
776,0.2566950800408591
777,0.2565115392081477
778,0.2563628595902029
779,0.25575713008194434
780,0.25567809279613424
781,0.2555759968827977
782,0.25553139912250944
783,0.25518811816345144
784,0.2550995304407807
785,0.2547261069460464
786,0.25458287866280693
787,0.254154524843386
788,0.2536554285305049
789,0.25364845770103506
790,0.2534339757144688
791,0.2527382921161544
792,0.2522082829190884
793,0.2521455242516076
794,0.25206713716820833
795,0.2520170503803213
796,0.2519739721147975
797,0.2519612554748928
798,0.25174299477576495
799,0.2515339782587391
800,0.25142304807351623
801,0.2507756773412941
802,0.2506888894542823
803,0.2500908422288562
804,0.2499036051367875
805,0.2497824130613414
806,0.24966801277412157
807,0.2494713948632125
808,0.24924878534651077
809,0.24882031373679805
810,0.2487767336846311
811,0.24872762220036035
812,0.2480835354614741
813,0.24784251532216117
814,0.24781682290370974
815,0.24743152143594846
816,0.2469918008533671
817,0.24695212908308267
818,0.24688686148238612
819,0.24664672712606764
820,0.24637746087477666
821,0.24595522508311282
822,0.24595161127695983
823,0.24534084976743484
824,0.24520215876623622
825,0.24509554912891723
826,0.24440987770540742
827,0.24432145724495102
828,0.24419523316823846
829,0.2439633323533181
830,0.24391485693662318
831,0.24369035570783484
832,0.2436745859435662
833,0.2436504954730835
834,0.24351323680183337
835,0.24305615157443217
836,0.24299987372880716
837,0.2427932153734235
838,0.242732265964825
839,0.24252769014180067
840,0.24185981918719043
841,0.241813654816021
842,0.2416071707902692
843,0.24101518740906588
844,0.24071054873314185
845,0.2405803362771483
846,0.24011392912605256
847,0.2400867242802542
848,0.24001858024063144
849,0.24000004947192258
850,0.2398833357833714
851,0.23967273616482349
852,0.23933000882013705
853,0.23904058393830427
854,0.2385902834317118
855,0.23851591535306932
856,0.23813583906265312
857,0.23811549432345025
858,0.23789974020173238
859,0.23784124554281535
860,0.23754120068827222
861,0.2374110023671137
862,0.2373628072913133
863,0.2371516988187047
864,0.23691091190416957
865,0.23662677109482777
866,0.23647038092438052
867,0.23643170565996488
868,0.236030014851
869,0.23529619311200067
870,0.235164341015145
871,0.23500212729267023
872,0.23492100747450076
873,0.23478854522393347
874,0.2347772373559189
875,0.23468960137880604
876,0.23457094650624571
877,0.234419904015047
878,0.2342407614718321
879,0.23418085804102495
880,0.23415876058227983
881,0.23411292131231579
882,0.23379604186926597
883,0.23377198673587082
884,0.23372194235248886
885,0.23304515938439965
886,0.2319665442589954
887,0.23192474048442907
888,0.23189184636753588
889,0.23170854582701977
890,0.23164837147854145
891,0.2315283290363435
892,0.23150695009837846
893,0.2314737803522024
894,0.23144430686538361
895,0.23086102818674567
896,0.2304792180232339
897,0.23018190354765514
898,0.23001583337102624
899,0.22862139420358685
900,0.22860243938982744
901,0.22859635198754627
902,0.22858474257638464
903,0.2284779138491229
904,0.2279699856201612
905,0.2272704738373627
906,0.22719813410754536
907,0.22701276752531077
908,0.22688554929853524
909,0.22685706760597357
910,0.22664863768460095
911,0.2265666132369903
912,0.22651079477350342
913,0.22616627701638134
914,0.22615504453415353
915,0.22599130660530264
916,0.2257917698509623
917,0.225661237005375
918,0.2254130811301837
919,0.2254090197209218
920,0.22530579066497802
921,0.225296706677673
922,0.22525937186677825
923,0.22518470224498874
924,0.22517606821659844
925,0.22516500535239087
926,0.2249722297608009
927,0.22453016515141236
928,0.22447951532593044
929,0.2243773369593897
930,0.2242381630179946
931,0.2235101294939352
932,0.22339897786296373
933,0.2231519928232731
934,0.2231509115083942
935,0.2230371095958568
936,0.22297157578910073
937,0.22296625166791054
938,0.22278862155204257
939,0.22276785041198333
940,0.2227638455420615
941,0.22233372957987502
942,0.22228471468364355
943,0.22222774423110267
944,0.2220949074074074
945,0.222079307261159
946,0.22204223158890624
947,0.22192429052551432
948,0.22187842769749191
949,0.22168763569441619
950,0.22152263034202532
951,0.22148558765105428
952,0.22147397352828097
953,0.22145397038092438
954,0.22139686564745084
955,0.22130739685339726
956,0.22124881974127597
957,0.2212277941741864
958,0.2211124633436612
959,0.221044253341475
960,0.220805897618563
961,0.2206878152068209
962,0.22064750736896066
963,0.22042834675200337
964,0.22037403600425176
965,0.22016380153560847
966,0.21875768699444406
967,0.2187041442393951
968,0.21846022174729177
969,0.21823848152294367
970,0.21803916621435196
971,0.21802194291788227
972,0.21789695563923378
973,0.21776384083044983
974,0.21764584087191202
975,0.21690326731423057
976,0.21672465953894052
977,0.21657930631883665
978,0.21650740476890487
979,0.216252836390227
980,0.2162133295263511
981,0.21588873953079887
982,0.2155656313371177
983,0.215410701766289
984,0.21519591588076983
985,0.21515214971994182
986,0.2149617746944991
987,0.21489572261045903
988,0.2147162620334562
989,0.2145214486698178
990,0.21442079215384732
991,0.21431095270672668
992,0.21412070018318746
993,0.21404602349398044
994,0.21393745618201143
995,0.21390454557447738
996,0.21382629041620493
997,0.21381318271253139
998,0.21380266403947198
999,0.2136750264792576
1000,0.21351944906182388
1001,0.21346142791988
1002,0.2130591929197669
1003,0.21305731769832115
1004,0.2128061134103776
1005,0.21277068915801614
1006,0.21273856774543728
1007,0.2126125580470558
1008,0.2124927770993057
1009,0.21243438138423382
1010,0.21230573553912147
1011,0.2119893767291615
1012,0.21176269637997452
1013,0.21169396103308682
1014,0.21153334219116326
1015,0.2115255963015733
1016,0.2115243383012567
1017,0.21150452597417282
1018,0.2112612843099562
1019,0.21102444101439113
1020,0.2107099833397411
1021,0.21070815052280042
1022,0.21059346282726854
1023,0.21049234928496582
1024,0.2104270133659
1025,0.21036186119968941
1026,0.21007951315858908
1027,0.2096965368711883
1028,0.2091967903558963
1029,0.20919536980497697
1030,0.20914966952755729
1031,0.20889213754513725
1032,0.2083524671883363
1033,0.20828457521993804
1034,0.20825661180466035
1035,0.20807380833917574
1036,0.20806533450558232
1037,0.20801521002480192
1038,0.20771018028510904
1039,0.20749533786024982
1040,0.20739674031858032
1041,0.20736737284302417
1042,0.20704351079147537
1043,0.20693161237005375
1044,0.20672141559430385
1045,0.20646900984538374
1046,0.2060970398828505
1047,0.20601106003724057
1048,0.2058988341588077
1049,0.20582117501941183
1050,0.20580352532208576
1051,0.2055390083753609
1052,0.20520055446246166
1053,0.20502679964719453
1054,0.20499961600364866
1055,0.20497992146685665
1056,0.20482461967870577
1057,0.20478283710639197
1058,0.204689961817099
1059,0.2046552207484301
1060,0.20459038190439574
1061,0.204577132852372
1062,0.2045434660311645
1063,0.2044388965216998
1064,0.2043881501081786
1065,0.20427399011315406
1066,0.20419305640364566
1067,0.2041559854430046
1068,0.20415445416921094
1069,0.20410216705867276
1070,0.20394276381256077
1071,0.2039265252429307
1072,0.20390351844313273
1073,0.2033496425771385
1074,0.20324144983829748
1075,0.20302917759760575
1076,0.20297581859541203
1077,0.20276672669259937
1078,0.20270039897927644
1079,0.20269866981779255
1080,0.2026837858365184
1081,0.2025720970818162
1082,0.20252111979932302
1083,0.20239390392835335
1084,0.20238237461459016
1085,0.20230827980942473
1086,0.20214834415119373
1087,0.20214140159139396
1088,0.20201388417727723
1089,0.20155116150650956
1090,0.20134200128532767
1091,0.20125642899412743
1092,0.20110438999705996
1093,0.2010597804577425
1094,0.20081850589139924
1095,0.20033354205773043
1096,0.20031975352617018
1097,0.200292690028722
1098,0.20010638583576454
1099,0.20004372375632298
1100,0.199769533870834
1101,0.1997138638231148
1102,0.19959276597990214
1103,0.1995775144929175
1104,0.19955299290996675
1105,0.1995493343435029
1106,0.19954744734302796
1107,0.19947630671838132
1108,0.19940288331787925
1109,0.19936289586961276
1110,0.19931277138883235
1111,0.19929734557221582
1112,0.19928246394674748
1113,0.1991218498164356
1114,0.19899163029302455
1115,0.19887732423803817
1116,0.19875702030139236
1117,0.1987022972876194
1118,0.19867725978319048
1119,0.1986359342372089
1120,0.19861341980083075
1121,0.1984070088050599
1122,0.1981609967131797
1123,0.1981320085223632
1124,0.19804218871324
1125,0.19796014306337684
1126,0.1979096605001093
1127,0.19759894855673912
1128,0.1975505391026076
1129,0.19709841284649193
1130,0.19707326697499453
1131,0.19706697461760558
1132,0.19657180072144198
1133,0.19641038326133992
1134,0.1964089768452556
1135,0.19633819665890193
1136,0.19633203151502815
1137,0.196291794351343
1138,0.1960793171555435
1139,0.19559917801222756
1140,0.19551321701306434
1141,0.1954954966415632
1142,0.19542041004214064
1143,0.19539137944681909
1144,0.19538604354659972
1145,0.19531855206519363
1146,0.19513939067553204
1147,0.19465585446020006
1148,0.19448230695584653
1149,0.19432527836201763
1150,0.19417878022027726
1151,0.1941282034247763
1152,0.1940999785150508
1153,0.19402155138295227
1154,0.19380971025472857
1155,0.19380893283880257
1156,0.19379913033071744
1157,0.1936718461413785
1158,0.19363435820310437
1159,0.19358457531417025
1160,0.19350728603629072
1161,0.19339218843054332
1162,0.1933153231977143
1163,0.1931153482634884
1164,0.1929370750126271
1165,0.19277530889326128
1166,0.19275367081665423
1167,0.19264488441474245
1168,0.19262562805783598
1169,0.19258466766175905
1170,0.19248563429600982
1171,0.1921540475571236
1172,0.19135676040889252
1173,0.19124044956313938
1174,0.1909709972031873
1175,0.19088558981839565
1176,0.19081230541043792
1177,0.19080450062570203
1178,0.19067945680771348
1179,0.19066624544858313
1180,0.1905689742255995
1181,0.19042731726485287
1182,0.1902685995582393
1183,0.19010384863287877
1184,0.1897719509276221
1185,0.18952267840046438
1186,0.18944187426027698
1187,0.18919066761652759
1188,0.18901014457109255
1189,0.18895985518390362
1190,0.18879174723522626
1191,0.18862801401798704
1192,0.18856215746583138
1193,0.18840416299160956
1194,0.1883794717906386
1195,0.18818282796586533
1196,0.187984082762286
1197,0.18795083527451734
1198,0.18771242065645943
1199,0.18767195969121983
1200,0.18715305576286648
1201,0.18706088485951858
1202,0.18706014984809763
1203,0.18690276788339327
1204,0.1866621340962375
1205,0.1865972080873872
1206,0.1862396368101258
1207,0.18620561661804283
1208,0.1861580929469058
1209,0.18601055353898577
1210,0.1859502802466623
1211,0.18587531143753155
1212,0.18586053346752004
1213,0.1857541287853088
1214,0.18574881879895364
1215,0.18570623525265548
1216,0.18570003477169414
1217,0.18535129069890163
1218,0.1852970506253251
1219,0.18497665867577326
1220,0.1849004365779376
1221,0.18486706187665378
1222,0.1846069620658721
1223,0.18434753837136547
1224,0.18426816420532072
1225,0.18419044381497313
1226,0.18417460573233524
1227,0.18401708713089235
1228,0.1839430700673195
1229,0.18369581646576355
1230,0.1836881247597078
1231,0.1836298515465394
1232,0.18352032306578916
1233,0.18348087274125335
1234,0.18332334707239298
1235,0.18275456837867787
1236,0.182687376084613
1237,0.18260012410385146
1238,0.1825672841704925
1239,0.1823930393476114
1240,0.1821723875055597
1241,0.1821319925028835
1242,0.18209122528288516
1243,0.18190889062276197
1244,0.18178783753986025
1245,0.18178099863551725
1246,0.1817684021417102
1247,0.1816622189052476
1248,0.1815919475729546
1249,0.18149338772417847
1250,0.18147829407618488
1251,0.18145657825798525
1252,0.18140947863189874
1253,0.18136387023090667
1254,0.18122686598668686
