generation,avg_fitness,max_fitness
0,15.91515550906676,23.776313307484582
1,18.213019766221183,23.86501481781508
2,19.022296497257802,23.907596189710357
3,19.444595601637293,23.93015827682214
4,19.775619897534042,23.9434889671535
5,20.010586927681633,23.954213683799278
6,20.237762962014422,23.9604043231364
7,20.406397152195584,23.9651624261114
8,20.53688639844468,23.96849419020809
9,20.706262990724742,23.972856558313698
10,20.810096056039967,23.9760316094194
11,20.914741186662134,23.977721468268253
12,21.013456822661627,23.979357732642146
13,21.09642914854038,23.980752764973218
14,21.17986010854898,23.98194577048534
15,21.244754683587413,23.983046047387802
16,21.289651279874278,23.98394540052945
17,21.374969655353702,23.984468415165317
18,21.410383914413305,23.98494039658373
19,21.46007574121012,23.985314215037732
20,21.505890913410774,23.985610358461123
21,21.532119637438523,23.986301353274563
22,21.57537152922208,23.986681734907
23,21.610461569915064,23.987165480133086
24,21.648040021055383,23.98756699807252
25,21.68214392714221,23.98786494881559
26,21.70267520955141,23.988145957790085
27,21.7390510209112,23.9884366603166
28,21.760200605765654,23.98857709539946
29,21.77237441734857,23.98862239701625
30,21.812598655012792,23.988669763836363
31,21.83423764256438,23.988858269749496
32,21.86323624046946,23.989090216312697
33,21.893058959234043,23.989306230184624
34,21.911881581185153,23.989374300559707
35,21.92322218058589,23.989535991211817
36,21.95420139663539,23.989551642168454
37,21.97161703527418,23.98958047583312
38,21.98834246682216,23.989672900471874
39,22.015271547551652,23.989744675513325
40,22.037949219807945,23.990011136756998
41,22.046334405930324,23.990034786029472
42,22.056518776386387,23.990051469421545
43,22.073657136984437,23.990078740663883
44,22.090289351147725,23.99013803473385
45,22.101630539232417,23.990160423346243
46,22.135194831659597,23.990161390292535
47,22.16770126356589,23.990194744584592
48,22.175657626384282,23.990296458525396
49,22.19577744661245,23.990305701959457
50,22.22076787533031,23.990312480231292
51,22.232235856031483,23.99032264758037
52,22.25934816674044,23.990354097951137
53,22.26604019618518,23.990377157873862
54,22.28317415946741,23.990403985808804
55,22.298373306407335,23.990407046166972
56,22.321489296201367,23.99041993333345
57,22.351084282571833,23.990432466531264
58,22.36424623401642,23.990436531166974
59,22.393922889237643,23.990436815208454
60,22.412542659528288,23.990439391456558
61,22.4295311684897,23.990441371767417
62,22.445157532825657,23.990455955871425
63,22.461279915557462,23.990488090766586
64,22.487521711382875,23.990488200641472
65,22.49301761955329,23.9905640448088
66,22.512934177001373,23.9905640448088
67,22.524502082852486,23.990570658958326
68,22.542609204834417,23.99058002625095
69,22.560792636693517,23.990580926824343
70,22.582224734318785,23.990581197046662
71,22.609797290316365,23.99059161368056
72,22.627744060850254,23.990592187701445
73,22.634713686789627,23.99059892293869
74,22.644408786045027,23.990599023321113
75,22.663502883009965,23.990599023321113
76,22.687037790378366,23.990599575612258
77,22.706910726237297,23.990599575612258
78,22.717091256126082,23.990599575612258
79,22.743092852474877,23.990599575612258
80,22.74797430286601,23.990599575612258
81,22.76652500222142,23.990599575612258
82,22.781520107637462,23.990599575612258
83,22.798199918833912,23.990599575612258
84,22.815714671979542,23.990599575612258
85,22.822455434179904,23.990600312460852
86,22.838342138756563,23.990600312460852
87,22.857845186342615,23.990600312460852
88,22.869526454404586,23.990600312460852
89,22.878950912082995,23.990601233924043
90,22.887105628945374,23.99060368089691
91,22.904025288684075,23.990603771245095
92,22.92176461431882,23.99060702576609
93,22.92431373368894,23.99061486197737
94,22.94019384464816,23.990625951711372
95,22.950539540504696,23.990625951711372
96,22.951647235803947,23.990626218783504
97,22.964165925705817,23.990626218783504
98,22.98408214904245,23.990626218783504
99,23.006697956187043,23.990626218783504
