generation,avg_fitness,max_fitness
0,15.921524719956924,23.775870268196208
1,18.181842147262245,23.872072745192607
2,19.024111981160722,23.90678945396018
3,19.433676042257737,23.93063297192302
4,19.719389914851632,23.94456988949513
5,19.9575494402369,23.954605930701458
6,20.152614720569815,23.963282344552706
7,20.36129706632252,23.967313599210673
8,20.489904567092427,23.970338014073263
9,20.61324454247822,23.972895899561127
10,20.752503303974333,23.975144102783002
11,20.906030178748132,23.9773949745628
12,20.99068456285145,23.979057882265923
13,21.094578073916967,23.98032410445579
14,21.18621783403587,23.982064926760277
15,21.255414097531983,23.9826504205947
16,21.314298342926755,23.98314441331201
17,21.377530904545964,23.98374128263295
18,21.424636675734835,23.984245175230424
19,21.479551015263976,23.98472387036663
20,21.531900037780247,23.985193107973462
21,21.572559208006627,23.985637870988025
22,21.622339509081467,23.986141673120102
23,21.652622008153376,23.986478692405584
24,21.6817188207235,23.98674181477736
25,21.722294405076,23.98704253367258
26,21.76670819318351,23.98724436842351
27,21.795280034279156,23.98737271890055
28,21.81498700621724,23.98746814683717
29,21.847963961203405,23.987598524526643
30,21.87497227344248,23.987734989438756
31,21.902972172009985,23.988005122111826
32,21.934927684418895,23.98816523551402
33,21.95163916569613,23.98825143415987
34,21.989046165591994,23.988496896104408
35,22.009824155175508,23.988570372641455
36,22.035933557786198,23.988645294064444
37,22.047762856357977,23.988693912671494
38,22.071424828154743,23.988698894897677
39,22.099297514072898,23.98871617717588
40,22.110894247760815,23.98873192276162
41,22.132140838141183,23.98874913588838
42,22.153651093295547,23.98876616387898
43,22.19407647211806,23.98881900320811
44,22.206247937488687,23.988863849286062
45,22.226556778206408,23.98899744854999
46,22.25084953452137,23.98900205065224
47,22.27947324374566,23.98902662643285
48,22.30032219077387,23.989064242732155
49,22.327437504334227,23.989098964070116
50,22.341143776872993,23.989122582397453
51,22.354486420808325,23.989123750615885
52,22.376554747048612,23.98912915306021
53,22.392910507868756,23.989129890694006
54,22.41381098775932,23.989129972033275
55,22.43236164442918,23.989139593998427
56,22.447678927284755,23.989142834396066
57,22.471820124902887,23.989143056647645
58,22.495085511895045,23.98914390570925
59,22.52374905168197,23.98914526260359
60,22.553028355335737,23.98915171321618
61,22.574483928912862,23.98915333418119
62,22.58763198694144,23.989163032718068
63,22.603417712980967,23.989163032718068
64,22.626638508681122,23.989163032718068
65,22.639187333028993,23.989163032718068
66,22.65707352696717,23.989163308949202
67,22.671706232507393,23.989166711783678
68,22.69159785816161,23.989166711783678
69,22.706635004895116,23.98916786442432
70,22.72150284687276,23.98916786442432
71,22.752055843901104,23.98916786442432
72,22.76376855044426,23.98916786442432
73,22.773838631890037,23.98916786442432
74,22.790934742134887,23.98916786442432
75,22.80279612692808,23.989172994389673
76,22.815652005704973,23.989172994389673
77,22.839299189915877,23.989172994389673
78,22.8533789247422,23.98917779629679
79,22.87381627048851,23.98918597810468
80,22.886145935360588,23.98918597810468
81,22.897735338487514,23.989186092754718
82,22.910618914271023,23.989186092754718
83,22.928170388771647,23.989186092754718
84,22.94086057577674,23.989186092754718
85,22.954706854243902,23.989186092754718
86,22.966664999359132,23.989186092754718
87,22.98491771667836,23.989186092754718
88,22.993241716043414,23.989186092754718
89,23.016239799935533,23.989186092754718
90,23.0225835474237,23.989186092754718
91,23.032813044856233,23.989186092754718
92,23.053454121597685,23.989186092754718
93,23.05592185419359,23.989186092754718
94,23.06409252254185,23.989186092754718
95,23.078784994969116,23.989186092754718
96,23.09172434361139,23.989186092754718
97,23.100572937350375,23.989186092754718
98,23.114303281846947,23.98918691969219
99,23.125912287995394,23.989201006545983
