generation,avg_fitness,max_fitness
0,15.938935048637337,23.779038129086654
1,18.205166133613794,23.869878624973744
2,19.046022819796214,23.905119982999533
3,19.49586231971147,23.929067880990935
4,19.802898684244145,23.945939862252718
5,19.975957239436354,23.955986483644423
6,20.16709264106873,23.962302749558077
7,20.33771722126714,23.968308423753584
8,20.524314277592197,23.971463602799545
9,20.611803976878345,23.973912580094094
10,20.736891560168146,23.977181492108205
11,20.835135665006213,23.979077498844077
12,20.951875346274104,23.980494713639295
13,21.02987974006446,23.981663761489056
14,21.12745529187226,23.98275342594612
15,21.215443388035304,23.983710448309186
16,21.306812662770206,23.98438883588237
17,21.357260651090535,23.98509620050316
18,21.416334035626065,23.985791227961332
19,21.47793554848361,23.98653729009149
20,21.525049894279153,23.986970206369623
21,21.58144004021973,23.98728111561882
22,21.626533201658415,23.9875145256354
23,21.654853485209085,23.987860744415244
24,21.699515729866565,23.988002039684662
25,21.73629925480627,23.988193337390694
26,21.7705769499876,23.988286483832102
27,21.79078863105049,23.98853647020737
28,21.83527371614992,23.988731797603176
29,21.869318950820148,23.988884332412013
30,21.902674191075974,23.988951159884174
31,21.92573642097531,23.98915361318855
32,21.942125859598544,23.989312473700295
33,21.963597066133485,23.989376224283266
34,21.98048923041291,23.989488942928105
35,21.997617166883543,23.989542364166528
36,22.02956107225895,23.98955386795397
37,22.057099021344083,23.989628417841907
38,22.058107260858634,23.989683569093014
39,22.06842479289105,23.989805885945533
40,22.087751978319634,23.98996707380847
41,22.10950345801099,23.99002535011324
42,22.134451171621535,23.990065716569422
43,22.152073787291968,23.990082221056674
44,22.17042236193281,23.990133134127767
45,22.18511005182641,23.99015096579523
46,22.216241639976797,23.990162830722536
47,22.251351832074402,23.99019073366863
48,22.27571498799852,23.990191040050636
49,22.29354565637387,23.990228503793237
50,22.315859986761136,23.9902332963997
51,22.342371390945182,23.99024527624006
52,22.35893780822144,23.99024591907625
53,22.378805976567442,23.99028353149307
54,22.40257871143288,23.990297664421803
55,22.41898238028558,23.990344310415466
56,22.438671231397255,23.99038334185373
57,22.474073935819362,23.99038466242514
58,22.499702063729277,23.990417376664116
59,22.515397913225076,23.99041851821382
60,22.540179522723555,23.990494529962138
61,22.55097380392531,23.990494536312028
62,22.577755757216178,23.99049456571622
63,22.58827540931841,23.990495526965013
64,22.59797030631897,23.99052184244141
65,22.61298258107022,23.99052948226344
66,22.633667086658548,23.99052948226344
67,22.6470426243478,23.99052948226344
68,22.664906924392337,23.99052948226344
69,22.6781520476074,23.99053245668334
70,22.696007397419535,23.99053245668334
71,22.71781055908581,23.99053245668334
72,22.723267955793347,23.990551407285828
73,22.74355948827631,23.990551407285828
74,22.750414049665498,23.99055490779929
75,22.76201607127325,23.99055490779929
76,22.781744209947224,23.99055490779929
77,22.79679999428723,23.99055490779929
78,22.81817431052798,23.99055490779929
79,22.828498104260678,23.99057092569802
80,22.842630346287645,23.9905722104743
81,22.85191329320935,23.9905722104743
82,22.87381558886007,23.9905722104743
83,22.882460503381182,23.9905722104743
84,22.899277780588225,23.9905722104743
85,22.91398226764261,23.9905722104743
86,22.931981971036386,23.9905722104743
87,22.95013632339015,23.9905722104743
88,22.968375948116876,23.9905722104743
89,22.97872299091769,23.9905722104743
90,22.982163748279074,23.9905722104743
91,22.99546988198202,23.9905722104743
92,23.008368676457824,23.9905722104743
93,23.023332212849116,23.9905722104743
94,23.035131774462613,23.9905722104743
95,23.05395376773699,23.9905722104743
96,23.065880158260242,23.9905722104743
97,23.07340068628539,23.990577171717494
98,23.08555802955414,23.990577171717494
99,23.101367131419277,23.990577171717494
