generation,avg_fitness,max_fitness
0,15.903047879603147,23.765680677763207
1,18.17606096575084,23.858139106368554
2,19.01592195739018,23.90768380569494
3,19.476722145808484,23.933116796360927
4,19.775325093345938,23.944700812220777
5,19.997499016868623,23.956261896888645
6,20.211685893521302,23.96417891103811
7,20.380925284638938,23.96848245682471
8,20.489643017801974,23.972643347940842
9,20.63882679294281,23.975130150883512
10,20.768356102945546,23.97727220949235
11,20.87083550136709,23.979063416229423
12,20.957713846944685,23.980355916857842
13,21.052570782701842,23.98148793479929
14,21.12037563341624,23.982529600913534
15,21.20152808430004,23.983758578934374
16,21.27325239328434,23.98444670847799
17,21.338500760150502,23.985331678900977
18,21.393946277198967,23.985921857293683
19,21.44199504205053,23.986118638767785
20,21.491007362299733,23.986692884299064
21,21.51099303849142,23.987016774248357
22,21.555437366413997,23.987276707767798
23,21.58835622007904,23.987921970303383
24,21.619803337241944,23.988253206639524
25,21.666940387042406,23.98844091555883
26,21.694170950268912,23.988575406842543
27,21.72647007484314,23.98870295349874
28,21.74637617773475,23.989076084800942
29,21.774288479037274,23.98918683221492
30,21.80397238720166,23.98922125800377
31,21.846114830416568,23.98926943293117
32,21.85640139215876,23.98933790289539
33,21.88138951195526,23.98943959888853
34,21.903574160133825,23.989568671655423
35,21.925705237620978,23.98960094752536
36,21.970296142505156,23.989631832763912
37,21.986605287748024,23.98970376188133
38,21.991074692088297,23.989826974254356
39,22.015403204745716,23.989932337705476
40,22.015513023866305,23.990107447450825
41,22.043489154035132,23.990172976455927
42,22.05545664195987,23.99021898367719
43,22.081860622814457,23.990232255103983
44,22.09976081993675,23.9902366476281
45,22.119982948863466,23.990252743495297
46,22.14467757125497,23.990297107749292
47,22.161195586466285,23.99030946811315
48,22.17297558210406,23.9903186471405
49,22.19286615256557,23.99031879324942
50,22.216129004082468,23.990323441407973
51,22.238907453357204,23.990325317693596
52,22.266724039103856,23.990328388834957
53,22.296392995282122,23.990347571093917
54,22.303993591574535,23.99038785661746
55,22.306112186465665,23.990387867278926
56,22.32264099143416,23.99038800048172
57,22.332868521417556,23.99038819122564
58,22.36252799089934,23.990394289824728
59,22.378124054525447,23.990394932044055
60,22.400013138399338,23.990397752731766
61,22.418988515223433,23.990462464691817
62,22.440776043294242,23.990462703674464
63,22.45200520506836,23.990475919901932
64,22.465067438370106,23.990480270525534
65,22.4919769187781,23.990480723827755
66,22.511815603239402,23.99052003622782
67,22.526589252598775,23.990531802331667
68,22.54501108132092,23.990534346736816
69,22.581160792468815,23.990576498030734
70,22.588707551562887,23.990577123395283
71,22.606776399412546,23.99057794242418
72,22.611799601414226,23.990578823933863
73,22.623603746266006,23.99058573328132
74,22.64746944818866,23.990588031319273
75,22.65193535062691,23.99058891903654
76,22.666222658213222,23.990622390128557
77,22.678318822760406,23.99062781499661
78,22.701881280274435,23.990627835450947
79,22.722431350464223,23.990628580567495
80,22.74333121560372,23.990634622391465
81,22.75826274064233,23.990634844954297
82,22.780618976470006,23.990634848421344
83,22.784554319298916,23.99064929382897
84,22.80122431675044,23.99064929382897
85,22.801779288225685,23.99064929382897
86,22.80499759143803,23.99064929382897
87,22.820063082360942,23.990651040233235
88,22.83674589764665,23.990651040233235
89,22.84337376198595,23.990654709917596
90,22.86331183544653,23.990654709917596
91,22.88352714574553,23.990654709917596
92,22.890863690319996,23.99065523678285
93,22.90148357739276,23.990655702881586
94,22.90487199455582,23.99065575298819
95,22.910369128305025,23.990655766346247
96,22.915921369636294,23.99066670557576
97,22.926852236561324,23.99066676981571
98,22.940542658403814,23.99066676981571
99,22.954090082377206,23.99066676981571
