generation,avg_fitness,max_fitness
0,15.87512976949412,23.784698154342877
1,18.214473718183704,23.867447802129192
2,19.061118550320117,23.906794507634196
3,19.504431672418846,23.932625664990884
4,19.805920859130076,23.950040140013268
5,20.034018876999586,23.95865846839766
6,20.250046560105353,23.96504168835859
7,20.38460615513547,23.969090303784807
8,20.54491406575202,23.97313321222375
9,20.67819897491507,23.97623380004701
10,20.809501822380604,23.97830847043496
11,20.90650660239032,23.980304386606534
12,20.999188718973734,23.981509775045396
13,21.105787058772588,23.982542148389793
14,21.162660047943255,23.983426423286183
15,21.228505545060422,23.98435328644866
16,21.30821590405039,23.985003469966966
17,21.365357515785462,23.985334082609914
18,21.43611096773663,23.98655161866673
19,21.501269293922217,23.986884199603853
20,21.545287112046992,23.987249651450988
21,21.581852940656375,23.987576994618042
22,21.627141137171503,23.98794783188866
23,21.660695200120525,23.988091722458403
24,21.70545763741285,23.98846742760764
25,21.736272823486058,23.988643272643113
26,21.761968602586645,23.98891587930946
27,21.80150796563537,23.98899643457641
28,21.82737464108054,23.989207679026418
29,21.841786391629356,23.989316055447922
30,21.876934170915444,23.989430853599774
31,21.90659004696354,23.98954734067212
32,21.917730730937972,23.989666494181765
33,21.945359609362903,23.989757457113576
34,21.97163189337848,23.99002128830588
35,21.976880765238818,23.99011323164023
36,22.00398683107319,23.990247438300838
37,22.020758738095513,23.990323701060582
38,22.04869205057991,23.99042490636262
39,22.082291628138154,23.99046858757399
40,22.09943141838281,23.990551862622546
41,22.139377849973126,23.990563493472305
42,22.14173778979092,23.990578892783496
43,22.157782769901424,23.990600202107437
44,22.192776220269607,23.990605968273687
45,22.217050327751597,23.99063156355091
46,22.22664375420364,23.99066998786143
47,22.244978236183858,23.99067158133895
48,22.25968127038625,23.990676018352946
49,22.277466664403136,23.990681123698536
50,22.314533629318838,23.990681123698536
51,22.3265114851488,23.990712273587153
52,22.352567261371654,23.990740294670125
53,22.367827665434195,23.99074629005853
54,22.394581203601525,23.990761160069457
55,22.4092904299192,23.990768496720275
56,22.43748142218525,23.990774027084814
57,22.453226206823732,23.99079462241976
58,22.475408974811305,23.99079462241976
59,22.492887226238842,23.990828477509524
60,22.512314492627464,23.990828477509524
61,22.531314080485426,23.990845538141823
62,22.54178515757458,23.99084577396192
63,22.56548422003655,23.99084584672253
64,22.588520507018934,23.990846691880318
65,22.598532514809424,23.990863731687714
66,22.608129671195908,23.990872343036468
67,22.63218567890044,23.99088333357519
68,22.659840604451173,23.99088333357519
69,22.683288274410938,23.99088333357519
70,22.704540135099407,23.990883681330647
71,22.71779213580707,23.990884668293678
72,22.737703870337423,23.990890242528774
73,22.751179344008317,23.990909068770772
74,22.78198290587942,23.990909316902652
75,22.7894833955085,23.990909316902652
76,22.804729984410265,23.990909316902652
77,22.827341752496327,23.990909316902652
78,22.854921721575888,23.990940676062042
79,22.87210357920642,23.990940676062042
80,22.889016448388038,23.990940676062042
81,22.902374394113526,23.990940676062042
82,22.918447834934234,23.990962518926317
83,22.929720357756256,23.990962518926317
84,22.94483913750118,23.99096287062615
85,22.96533574388058,23.99096287062615
86,22.986009544291424,23.99100700605725
87,22.9826453554038,23.99100700605725
88,22.9967445355806,23.99100700605725
89,23.01266882227238,23.99100700605725
90,23.025866379831523,23.99100700605725
91,23.04535175205421,23.99100700605725
92,23.058452412833333,23.991007117811563
93,23.06834992867534,23.991007117811563
94,23.06968764613201,23.991007117811563
95,23.08030837579845,23.991007117811563
96,23.090127123509102,23.991007117811563
97,23.10385068088605,23.991007117811563
98,23.11098681298886,23.991007117811563
99,23.10887887283391,23.991007117811563
